asset_id,sensor_id,ts,elapsed_s,origin_cycle_id,raw_value,unit,agg,is_synthetic,quality_flag,value
HYD-01,TS1,2026-11-14 09:00:04+00:00,4,100,52.98,°C,,False,OK,52.98
HYD-01,FS1,2026-11-14 09:00:05+00:00,5,100,0.0010000000000000002,L/min,"{'min': 0.0, 'max': 0.004, 'n': 10, 'source_hz': 10}",False,OK,0.0010000000000000002
HYD-01,PS1,2026-11-14 09:00:05+00:00,5,100,190.0843,bar,"{'min': 189.92, 'max': 190.26, 'n': 100, 'source_hz': 100}",False,OK,190.0843
HYD-01,TS1,2026-11-14 09:00:05+00:00,5,100,52.965,°C,,False,OK,52.965
HYD-01,FS1,2026-11-14 09:00:06+00:00,6,100,0.0016000000000000003,L/min,"{'min': 0.0, 'max': 0.005, 'n': 10, 'source_hz': 10}",False,OK,0.0016000000000000003
HYD-01,PS1,2026-11-14 09:00:06+00:00,6,100,190.10609999999997,bar,"{'min': 189.87, 'max': 190.28, 'n': 100, 'source_hz': 100}",False,OK,190.10609999999997
HYD-01,TS1,2026-11-14 09:00:06+00:00,6,100,52.91,°C,,False,OK,52.91
HYD-01,FS1,2026-11-14 09:00:07+00:00,7,100,0.0022,L/min,"{'min': 0.0, 'max': 0.006, 'n': 10, 'source_hz': 10}",False,OK,0.0022
HYD-01,PS1,2026-11-14 09:00:07+00:00,7,100,190.09129999999996,bar,"{'min': 189.87, 'max': 190.23, 'n': 100, 'source_hz': 100}",False,OK,190.09129999999996
HYD-01,TS1,2026-11-14 09:00:07+00:00,7,100,52.82,°C,,False,OK,52.82
HYD-01,FS1,2026-11-14 09:00:08+00:00,8,100,0.0024000000000000002,L/min,"{'min': 0.0, 'max': 0.006, 'n': 10, 'source_hz': 10}",False,OK,0.0024000000000000002
HYD-01,PS1,2026-11-14 09:00:08+00:00,8,100,190.11410000000006,bar,"{'min': 189.94, 'max': 190.34, 'n': 100, 'source_hz': 100}",False,OK,190.11410000000006
HYD-01,TS1,2026-11-14 09:00:08+00:00,8,100,52.805,°C,,False,OK,52.805
HYD-01,FS1,2026-11-14 09:00:09+00:00,9,100,8.229199999999999,L/min,"{'min': 0.001, 'max': 20.479, 'n': 10, 'source_hz': 10}",False,OK,8.229199999999999
HYD-01,PS1,2026-11-14 09:00:09+00:00,9,100,174.11159999999992,bar,"{'min': 149.53, 'max': 190.27, 'n': 100, 'source_hz': 100}",False,OK,174.11159999999992
HYD-01,TS1,2026-11-14 09:00:09+00:00,9,100,52.723,°C,,False,OK,52.723
HYD-01,FS1,2026-11-14 09:00:10+00:00,10,100,7.807600000000001,L/min,"{'min': 7.727, 'max': 8.273, 'n': 10, 'source_hz': 10}",False,OK,7.807600000000001
HYD-01,PS1,2026-11-14 09:00:10+00:00,10,100,142.27960000000004,bar,"{'min': 140.97, 'max': 149.23, 'n': 100, 'source_hz': 100}",False,OK,142.27960000000004
HYD-01,TS1,2026-11-14 09:00:10+00:00,10,100,52.738,°C,,False,OK,52.738
HYD-01,FS1,2026-11-14 09:00:11+00:00,11,100,7.7552,L/min,"{'min': 7.741, 'max': 7.796, 'n': 10, 'source_hz': 10}",False,OK,7.7552
HYD-01,PS1,2026-11-14 09:00:11+00:00,11,100,142.0776,bar,"{'min': 141.61, 'max': 142.42, 'n': 100, 'source_hz': 100}",False,OK,142.0776
HYD-01,TS1,2026-11-14 09:00:11+00:00,11,100,52.645,°C,,False,OK,52.645
HYD-01,FS1,2026-11-14 09:00:12+00:00,12,100,7.7555,L/min,"{'min': 7.733, 'max': 7.778, 'n': 10, 'source_hz': 10}",False,OK,7.7555
HYD-01,PS1,2026-11-14 09:00:12+00:00,12,100,142.0661,bar,"{'min': 141.71, 'max': 142.52, 'n': 100, 'source_hz': 100}",False,OK,142.0661
HYD-01,TS1,2026-11-14 09:00:12+00:00,12,100,52.723,°C,,False,OK,52.723
HYD-01,FS1,2026-11-14 09:00:13+00:00,13,100,7.7538,L/min,"{'min': 7.719, 'max': 7.783, 'n': 10, 'source_hz': 10}",False,OK,7.7538
HYD-01,PS1,2026-11-14 09:00:13+00:00,13,100,142.0643,bar,"{'min': 141.71, 'max': 142.46, 'n': 100, 'source_hz': 100}",False,OK,142.0643
HYD-01,TS1,2026-11-14 09:00:13+00:00,13,100,52.777,°C,,False,OK,52.777
HYD-01,FS1,2026-11-14 09:00:14+00:00,14,100,7.7585999999999995,L/min,"{'min': 7.739, 'max': 7.775, 'n': 10, 'source_hz': 10}",False,OK,7.7585999999999995
HYD-01,PS1,2026-11-14 09:00:14+00:00,14,100,142.0624,bar,"{'min': 141.64, 'max': 142.49, 'n': 100, 'source_hz': 100}",False,OK,142.0624
HYD-01,TS1,2026-11-14 09:00:14+00:00,14,100,52.82,°C,,False,OK,52.82
HYD-01,FS1,2026-11-14 09:00:15+00:00,15,100,7.755599999999999,L/min,"{'min': 7.722, 'max': 7.781, 'n': 10, 'source_hz': 10}",False,OK,7.755599999999999
HYD-01,PS1,2026-11-14 09:00:15+00:00,15,100,142.07070000000004,bar,"{'min': 141.59, 'max': 142.38, 'n': 100, 'source_hz': 100}",False,OK,142.07070000000004
HYD-01,TS1,2026-11-14 09:00:15+00:00,15,100,52.902,°C,,False,OK,52.902
HYD-01,FS1,2026-11-14 09:00:16+00:00,16,100,7.7545,L/min,"{'min': 7.718, 'max': 7.779, 'n': 10, 'source_hz': 10}",False,OK,7.7545
HYD-01,PS1,2026-11-14 09:00:16+00:00,16,100,142.0695,bar,"{'min': 141.66, 'max': 142.31, 'n': 100, 'source_hz': 100}",False,OK,142.0695
HYD-01,TS1,2026-11-14 09:00:16+00:00,16,100,52.969,°C,,False,OK,52.969
HYD-01,FS1,2026-11-14 09:00:17+00:00,17,100,7.760000000000001,L/min,"{'min': 7.724, 'max': 7.794, 'n': 10, 'source_hz': 10}",False,OK,7.760000000000001
HYD-01,PS1,2026-11-14 09:00:17+00:00,17,100,142.01880000000003,bar,"{'min': 141.66, 'max': 142.39, 'n': 100, 'source_hz': 100}",False,OK,142.01880000000003
HYD-01,TS1,2026-11-14 09:00:17+00:00,17,100,52.988,°C,,False,OK,52.988
HYD-01,FS1,2026-11-14 09:00:18+00:00,18,100,7.757299999999999,L/min,"{'min': 7.732, 'max': 7.777, 'n': 10, 'source_hz': 10}",False,OK,7.757299999999999
HYD-01,PS1,2026-11-14 09:00:18+00:00,18,100,142.0025,bar,"{'min': 141.58, 'max': 142.46, 'n': 100, 'source_hz': 100}",False,OK,142.0025
HYD-01,TS1,2026-11-14 09:00:18+00:00,18,100,53.074,°C,,False,OK,53.074
HYD-01,FS1,2026-11-14 09:00:19+00:00,19,100,7.549900000000001,L/min,"{'min': 6.379, 'max': 8.021, 'n': 10, 'source_hz': 10}",False,OK,7.549900000000001
HYD-01,PS1,2026-11-14 09:00:19+00:00,19,100,152.4586,bar,"{'min': 141.93, 'max': 153.41, 'n': 100, 'source_hz': 100}",False,OK,152.4586
HYD-01,TS1,2026-11-14 09:00:19+00:00,19,100,53.164,°C,,False,OK,53.164
HYD-01,FS1,2026-11-14 09:00:20+00:00,20,100,7.7811,L/min,"{'min': 7.696, 'max': 7.889, 'n': 10, 'source_hz': 10}",False,OK,7.7811
HYD-01,PS1,2026-11-14 09:00:20+00:00,20,100,152.3532,bar,"{'min': 152.19, 'max': 152.66, 'n': 100, 'source_hz': 100}",False,OK,152.3532
HYD-01,TS1,2026-11-14 09:00:20+00:00,20,100,53.219,°C,,False,OK,53.219
HYD-01,FS1,2026-11-14 09:00:21+00:00,21,100,7.740100000000001,L/min,"{'min': 7.636, 'max': 7.839, 'n': 10, 'source_hz': 10}",False,OK,7.740100000000001
HYD-01,PS1,2026-11-14 09:00:21+00:00,21,100,152.36530000000005,bar,"{'min': 152.14, 'max': 152.54, 'n': 100, 'source_hz': 100}",False,OK,152.36530000000005
HYD-01,TS1,2026-11-14 09:00:21+00:00,21,100,53.23,°C,,False,OK,53.23
HYD-01,FS1,2026-11-14 09:00:22+00:00,22,100,7.7408,L/min,"{'min': 7.611, 'max': 7.856, 'n': 10, 'source_hz': 10}",False,OK,7.7408
HYD-01,PS1,2026-11-14 09:00:22+00:00,22,100,152.28359999999998,bar,"{'min': 152.11, 'max': 152.45, 'n': 100, 'source_hz': 100}",False,OK,152.28359999999998
HYD-01,TS1,2026-11-14 09:00:22+00:00,22,100,53.23,°C,,False,OK,53.23
HYD-01,FS1,2026-11-14 09:00:23+00:00,23,100,7.7456000000000005,L/min,"{'min': 7.628, 'max': 7.853, 'n': 10, 'source_hz': 10}",False,OK,7.7456000000000005
HYD-01,PS1,2026-11-14 09:00:23+00:00,23,100,152.30639999999994,bar,"{'min': 152.13, 'max': 152.51, 'n': 100, 'source_hz': 100}",False,OK,152.30639999999994
HYD-01,TS1,2026-11-14 09:00:23+00:00,23,100,53.32,°C,,False,OK,53.32
HYD-01,FS1,2026-11-14 09:00:24+00:00,24,100,7.7124,L/min,"{'min': 7.619, 'max': 7.784, 'n': 10, 'source_hz': 10}",False,OK,7.7124
HYD-01,PS1,2026-11-14 09:00:24+00:00,24,100,152.3015,bar,"{'min': 152.13, 'max': 152.45, 'n': 100, 'source_hz': 100}",False,OK,152.3015
HYD-01,TS1,2026-11-14 09:00:24+00:00,24,100,53.297,°C,,False,OK,53.297
HYD-01,FS1,2026-11-14 09:00:25+00:00,25,100,7.750500000000001,L/min,"{'min': 7.628, 'max': 7.889, 'n': 10, 'source_hz': 10}",False,OK,7.750500000000001
HYD-01,PS1,2026-11-14 09:00:25+00:00,25,100,152.3006,bar,"{'min': 152.16, 'max': 152.48, 'n': 100, 'source_hz': 100}",False,OK,152.3006
HYD-01,TS1,2026-11-14 09:00:25+00:00,25,100,53.309,°C,,False,OK,53.309
HYD-01,FS1,2026-11-14 09:00:26+00:00,26,100,7.7221,L/min,"{'min': 7.659, 'max': 7.817, 'n': 10, 'source_hz': 10}",False,OK,7.7221
HYD-01,PS1,2026-11-14 09:00:26+00:00,26,100,152.2752,bar,"{'min': 152.09, 'max': 152.45, 'n': 100, 'source_hz': 100}",False,OK,152.2752
HYD-01,TS1,2026-11-14 09:00:26+00:00,26,100,53.297,°C,,False,OK,53.297
HYD-01,FS1,2026-11-14 09:00:27+00:00,27,100,7.750200000000001,L/min,"{'min': 7.653, 'max': 7.873, 'n': 10, 'source_hz': 10}",False,OK,7.750200000000001
HYD-01,PS1,2026-11-14 09:00:27+00:00,27,100,152.30859999999998,bar,"{'min': 152.09, 'max': 152.53, 'n': 100, 'source_hz': 100}",False,OK,152.30859999999998
HYD-01,TS1,2026-11-14 09:00:27+00:00,27,100,53.375,°C,,False,OK,53.375
HYD-01,FS1,2026-11-14 09:00:28+00:00,28,100,7.711699999999999,L/min,"{'min': 7.634, 'max': 7.789, 'n': 10, 'source_hz': 10}",False,OK,7.711699999999999
HYD-01,PS1,2026-11-14 09:00:28+00:00,28,100,152.26319999999996,bar,"{'min': 152.09, 'max': 152.41, 'n': 100, 'source_hz': 100}",False,OK,152.26319999999996
HYD-01,TS1,2026-11-14 09:00:28+00:00,28,100,53.402,°C,,False,OK,53.402
HYD-01,FS1,2026-11-14 09:00:29+00:00,29,100,6.1366,L/min,"{'min': 1.073, 'max': 7.529, 'n': 10, 'source_hz': 10}",False,OK,6.1366
HYD-01,PS1,2026-11-14 09:00:29+00:00,29,100,160.12209999999993,bar,"{'min': 152.38, 'max': 162.2, 'n': 100, 'source_hz': 100}",False,OK,160.12209999999993
HYD-01,TS1,2026-11-14 09:00:29+00:00,29,100,53.387,°C,,False,OK,53.387
HYD-01,FS1,2026-11-14 09:00:30+00:00,30,100,7.6697000000000015,L/min,"{'min': 7.578, 'max': 7.761, 'n': 10, 'source_hz': 10}",False,OK,7.6697000000000015
HYD-01,PS1,2026-11-14 09:00:30+00:00,30,100,162.0556,bar,"{'min': 161.85, 'max': 162.26, 'n': 100, 'source_hz': 100}",False,OK,162.0556
HYD-01,TS1,2026-11-14 09:00:30+00:00,30,100,53.402,°C,,False,OK,53.402
HYD-01,FS1,2026-11-14 09:00:31+00:00,31,100,7.6813,L/min,"{'min': 7.579, 'max': 7.799, 'n': 10, 'source_hz': 10}",False,OK,7.6813
HYD-01,PS1,2026-11-14 09:00:31+00:00,31,100,162.00779999999997,bar,"{'min': 161.75, 'max': 162.21, 'n': 100, 'source_hz': 100}",False,OK,162.00779999999997
HYD-01,TS1,2026-11-14 09:00:31+00:00,31,100,53.395,°C,,False,OK,53.395
HYD-01,FS1,2026-11-14 09:00:32+00:00,32,100,7.6905,L/min,"{'min': 7.601, 'max': 7.806, 'n': 10, 'source_hz': 10}",False,OK,7.6905
HYD-01,PS1,2026-11-14 09:00:32+00:00,32,100,161.99089999999995,bar,"{'min': 161.82, 'max': 162.25, 'n': 100, 'source_hz': 100}",False,OK,161.99089999999995
HYD-01,TS1,2026-11-14 09:00:32+00:00,32,100,53.391,°C,,False,OK,53.391
HYD-01,FS1,2026-11-14 09:00:33+00:00,33,100,7.678700000000001,L/min,"{'min': 7.59, 'max': 7.749, 'n': 10, 'source_hz': 10}",False,OK,7.678700000000001
HYD-01,PS1,2026-11-14 09:00:33+00:00,33,100,161.9691,bar,"{'min': 161.79, 'max': 162.16, 'n': 100, 'source_hz': 100}",False,OK,161.9691
HYD-01,TS1,2026-11-14 09:00:33+00:00,33,100,53.488,°C,,False,OK,53.488
HYD-01,FS1,2026-11-14 09:00:34+00:00,34,100,7.6785,L/min,"{'min': 7.555, 'max': 7.797, 'n': 10, 'source_hz': 10}",False,OK,7.6785
HYD-01,PS1,2026-11-14 09:00:34+00:00,34,100,161.98879999999997,bar,"{'min': 161.8, 'max': 162.17, 'n': 100, 'source_hz': 100}",False,OK,161.98879999999997
HYD-01,TS1,2026-11-14 09:00:34+00:00,34,100,53.484,°C,,False,OK,53.484
HYD-01,FS1,2026-11-14 09:00:35+00:00,35,100,7.692500000000001,L/min,"{'min': 7.591, 'max': 7.796, 'n': 10, 'source_hz': 10}",False,OK,7.692500000000001
HYD-01,PS1,2026-11-14 09:00:35+00:00,35,100,161.90979999999996,bar,"{'min': 161.69, 'max': 162.09, 'n': 100, 'source_hz': 100}",False,OK,161.90979999999996
HYD-01,TS1,2026-11-14 09:00:35+00:00,35,100,53.496,°C,,False,OK,53.496
HYD-01,FS1,2026-11-14 09:00:36+00:00,36,100,7.6471,L/min,"{'min': 7.565, 'max': 7.759, 'n': 10, 'source_hz': 10}",False,OK,7.6471
HYD-01,PS1,2026-11-14 09:00:36+00:00,36,100,161.94219999999996,bar,"{'min': 161.66, 'max': 162.23, 'n': 100, 'source_hz': 100}",False,OK,161.94219999999996
HYD-01,TS1,2026-11-14 09:00:36+00:00,36,100,53.562,°C,,False,OK,53.562
HYD-01,FS1,2026-11-14 09:00:37+00:00,37,100,7.6815,L/min,"{'min': 7.568, 'max': 7.779, 'n': 10, 'source_hz': 10}",False,OK,7.6815
HYD-01,PS1,2026-11-14 09:00:37+00:00,37,100,161.9033,bar,"{'min': 161.67, 'max': 162.15, 'n': 100, 'source_hz': 100}",False,OK,161.9033
HYD-01,TS1,2026-11-14 09:00:37+00:00,37,100,53.551,°C,,False,OK,53.551
HYD-01,FS1,2026-11-14 09:00:38+00:00,38,100,7.674899999999999,L/min,"{'min': 7.533, 'max': 7.781, 'n': 10, 'source_hz': 10}",False,OK,7.674899999999999
HYD-01,PS1,2026-11-14 09:00:38+00:00,38,100,161.92589999999998,bar,"{'min': 161.69, 'max': 162.18, 'n': 100, 'source_hz': 100}",False,OK,161.92589999999998
HYD-01,TS1,2026-11-14 09:00:38+00:00,38,100,53.555,°C,,False,OK,53.555
HYD-01,FS1,2026-11-14 09:00:39+00:00,39,100,9.269499999999999,L/min,"{'min': 7.766, 'max': 12.641, 'n': 10, 'source_hz': 10}",False,OK,9.269499999999999
HYD-01,PS1,2026-11-14 09:00:39+00:00,39,100,154.2273,bar,"{'min': 152.16, 'max': 161.99, 'n': 100, 'source_hz': 100}",False,OK,154.2273
HYD-01,TS1,2026-11-14 09:00:39+00:00,39,100,53.551,°C,,False,OK,53.551
HYD-01,FS1,2026-11-14 09:00:40+00:00,40,100,7.7268,L/min,"{'min': 7.659, 'max': 7.9, 'n': 10, 'source_hz': 10}",False,OK,7.7268
HYD-01,PS1,2026-11-14 09:00:40+00:00,40,100,152.1804,bar,"{'min': 152.01, 'max': 152.38, 'n': 100, 'source_hz': 100}",False,OK,152.1804
HYD-01,TS1,2026-11-14 09:00:40+00:00,40,100,53.547,°C,,False,OK,53.547
HYD-01,FS1,2026-11-14 09:00:41+00:00,41,100,7.7413,L/min,"{'min': 7.66, 'max': 7.869, 'n': 10, 'source_hz': 10}",False,OK,7.7413
HYD-01,PS1,2026-11-14 09:00:41+00:00,41,100,152.21840000000003,bar,"{'min': 152.06, 'max': 152.37, 'n': 100, 'source_hz': 100}",False,OK,152.21840000000003
HYD-01,TS1,2026-11-14 09:00:41+00:00,41,100,53.555,°C,,False,OK,53.555
HYD-01,FS1,2026-11-14 09:00:42+00:00,42,100,7.717700000000001,L/min,"{'min': 7.666, 'max': 7.823, 'n': 10, 'source_hz': 10}",False,OK,7.717700000000001
HYD-01,PS1,2026-11-14 09:00:42+00:00,42,100,152.20129999999995,bar,"{'min': 152.05, 'max': 152.38, 'n': 100, 'source_hz': 100}",False,OK,152.20129999999995
HYD-01,TS1,2026-11-14 09:00:42+00:00,42,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:43+00:00,43,100,7.749499999999999,L/min,"{'min': 7.673, 'max': 7.808, 'n': 10, 'source_hz': 10}",False,OK,7.749499999999999
HYD-01,PS1,2026-11-14 09:00:43+00:00,43,100,152.20079999999996,bar,"{'min': 152.03, 'max': 152.37, 'n': 100, 'source_hz': 100}",False,OK,152.20079999999996
HYD-01,TS1,2026-11-14 09:00:43+00:00,43,100,53.461,°C,,False,OK,53.461
HYD-01,FS1,2026-11-14 09:00:44+00:00,44,100,7.7338,L/min,"{'min': 7.628, 'max': 7.827, 'n': 10, 'source_hz': 10}",False,OK,7.7338
HYD-01,PS1,2026-11-14 09:00:44+00:00,44,100,152.18379999999996,bar,"{'min': 152.01, 'max': 152.35, 'n': 100, 'source_hz': 100}",False,OK,152.18379999999996
HYD-01,TS1,2026-11-14 09:00:44+00:00,44,100,53.461,°C,,False,OK,53.461
HYD-01,FS1,2026-11-14 09:00:45+00:00,45,100,7.7221,L/min,"{'min': 7.619, 'max': 7.823, 'n': 10, 'source_hz': 10}",False,OK,7.7221
HYD-01,PS1,2026-11-14 09:00:45+00:00,45,100,152.20759999999999,bar,"{'min': 152.08, 'max': 152.38, 'n': 100, 'source_hz': 100}",False,OK,152.20759999999999
HYD-01,TS1,2026-11-14 09:00:45+00:00,45,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:46+00:00,46,100,7.7425,L/min,"{'min': 7.662, 'max': 7.943, 'n': 10, 'source_hz': 10}",False,OK,7.7425
HYD-01,PS1,2026-11-14 09:00:46+00:00,46,100,152.20889999999991,bar,"{'min': 152.06, 'max': 152.44, 'n': 100, 'source_hz': 100}",False,OK,152.20889999999991
HYD-01,TS1,2026-11-14 09:00:46+00:00,46,100,53.48,°C,,False,OK,53.48
HYD-01,FS1,2026-11-14 09:00:47+00:00,47,100,7.708799999999999,L/min,"{'min': 7.649, 'max': 7.834, 'n': 10, 'source_hz': 10}",False,OK,7.708799999999999
HYD-01,PS1,2026-11-14 09:00:47+00:00,47,100,152.21519999999998,bar,"{'min': 152.1, 'max': 152.37, 'n': 100, 'source_hz': 100}",False,OK,152.21519999999998
HYD-01,TS1,2026-11-14 09:00:47+00:00,47,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:48+00:00,48,100,7.760800000000001,L/min,"{'min': 7.696, 'max': 7.814, 'n': 10, 'source_hz': 10}",False,OK,7.760800000000001
HYD-01,PS1,2026-11-14 09:00:48+00:00,48,100,152.28899999999996,bar,"{'min': 152.14, 'max': 152.56, 'n': 100, 'source_hz': 100}",False,OK,152.28899999999996
HYD-01,TS1,2026-11-14 09:00:48+00:00,48,100,53.484,°C,,False,OK,53.484
HYD-01,FS1,2026-11-14 09:00:49+00:00,49,100,7.8237,L/min,"{'min': 7.722, 'max': 8.342, 'n': 10, 'source_hz': 10}",False,OK,7.8237
HYD-01,PS1,2026-11-14 09:00:49+00:00,49,100,147.005,bar,"{'min': 145.52, 'max': 152.35, 'n': 100, 'source_hz': 100}",False,OK,147.005
HYD-01,TS1,2026-11-14 09:00:49+00:00,49,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:50+00:00,50,100,7.776599999999999,L/min,"{'min': 7.75, 'max': 7.798, 'n': 10, 'source_hz': 10}",False,OK,7.776599999999999
HYD-01,PS1,2026-11-14 09:00:50+00:00,50,100,147.16499999999996,bar,"{'min': 146.72, 'max': 147.47, 'n': 100, 'source_hz': 100}",False,OK,147.16499999999996
HYD-01,TS1,2026-11-14 09:00:50+00:00,50,100,53.469,°C,,False,OK,53.469
HYD-01,FS1,2026-11-14 09:00:51+00:00,51,100,7.776299999999999,L/min,"{'min': 7.749, 'max': 7.8, 'n': 10, 'source_hz': 10}",False,OK,7.776299999999999
HYD-01,PS1,2026-11-14 09:00:51+00:00,51,100,147.21680000000003,bar,"{'min': 146.91, 'max': 147.6, 'n': 100, 'source_hz': 100}",False,OK,147.21680000000003
HYD-01,TS1,2026-11-14 09:00:51+00:00,51,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:52+00:00,52,100,7.7735,L/min,"{'min': 7.753, 'max': 7.808, 'n': 10, 'source_hz': 10}",False,OK,7.7735
HYD-01,PS1,2026-11-14 09:00:52+00:00,52,100,147.2301,bar,"{'min': 146.88, 'max': 147.56, 'n': 100, 'source_hz': 100}",False,OK,147.2301
HYD-01,TS1,2026-11-14 09:00:52+00:00,52,100,53.473,°C,,False,OK,53.473
HYD-01,FS1,2026-11-14 09:00:53+00:00,53,100,7.7886,L/min,"{'min': 7.747, 'max': 7.811, 'n': 10, 'source_hz': 10}",False,OK,7.7886
HYD-01,PS1,2026-11-14 09:00:53+00:00,53,100,147.19979999999995,bar,"{'min': 146.83, 'max': 147.48, 'n': 100, 'source_hz': 100}",False,OK,147.19979999999995
HYD-01,TS1,2026-11-14 09:00:53+00:00,53,100,53.379,°C,,False,OK,53.379
HYD-01,FS1,2026-11-14 09:00:54+00:00,54,100,7.787599999999999,L/min,"{'min': 7.764, 'max': 7.821, 'n': 10, 'source_hz': 10}",False,OK,7.787599999999999
HYD-01,PS1,2026-11-14 09:00:54+00:00,54,100,147.23439999999994,bar,"{'min': 146.8, 'max': 147.56, 'n': 100, 'source_hz': 100}",False,OK,147.23439999999994
HYD-01,TS1,2026-11-14 09:00:54+00:00,54,100,53.387,°C,,False,OK,53.387
HYD-01,FS1,2026-11-14 09:00:55+00:00,55,100,7.7966999999999995,L/min,"{'min': 7.768, 'max': 7.844, 'n': 10, 'source_hz': 10}",False,OK,7.7966999999999995
HYD-01,PS1,2026-11-14 09:00:55+00:00,55,100,147.22329999999997,bar,"{'min': 146.76, 'max': 147.6, 'n': 100, 'source_hz': 100}",False,OK,147.22329999999997
HYD-01,TS1,2026-11-14 09:00:55+00:00,55,100,53.379,°C,,False,OK,53.379
HYD-01,FS1,2026-11-14 09:00:56+00:00,56,100,7.8062,L/min,"{'min': 7.779, 'max': 7.823, 'n': 10, 'source_hz': 10}",False,OK,7.8062
HYD-01,PS1,2026-11-14 09:00:56+00:00,56,100,147.23760000000001,bar,"{'min': 146.91, 'max': 147.56, 'n': 100, 'source_hz': 100}",False,OK,147.23760000000001
HYD-01,TS1,2026-11-14 09:00:56+00:00,56,100,53.387,°C,,False,OK,53.387
HYD-01,FS1,2026-11-14 09:00:57+00:00,57,100,7.817099999999999,L/min,"{'min': 7.789, 'max': 7.836, 'n': 10, 'source_hz': 10}",False,OK,7.817099999999999
HYD-01,PS1,2026-11-14 09:00:57+00:00,57,100,147.24659999999997,bar,"{'min': 146.81, 'max': 147.58, 'n': 100, 'source_hz': 100}",False,OK,147.24659999999997
HYD-01,TS1,2026-11-14 09:00:57+00:00,57,100,53.387,°C,,False,OK,53.387
HYD-01,FS1,2026-11-14 09:00:58+00:00,58,100,7.871899999999999,L/min,"{'min': 7.839, 'max': 7.894, 'n': 10, 'source_hz': 10}",False,OK,7.871899999999999
HYD-01,PS1,2026-11-14 09:00:58+00:00,58,100,147.32959999999994,bar,"{'min': 147.0, 'max': 147.66, 'n': 100, 'source_hz': 100}",False,OK,147.32959999999994
HYD-01,TS1,2026-11-14 09:00:58+00:00,58,100,53.391,°C,,False,OK,53.391
HYD-01,FS1,2026-11-14 09:00:59+00:00,59,100,7.8842,L/min,"{'min': 7.846, 'max': 7.923, 'n': 10, 'source_hz': 10}",False,OK,7.8842
HYD-01,PS1,2026-11-14 09:00:59+00:00,59,100,147.34490000000002,bar,"{'min': 146.99, 'max': 147.73, 'n': 100, 'source_hz': 100}",False,OK,147.34490000000002
HYD-01,TS1,2026-11-14 09:00:59+00:00,59,100,53.395,°C,,False,OK,53.395
HYD-01,FS1,2026-11-14 09:01:00+00:00,0,101,0.9101000000000002,L/min,"{'min': 0.0, 'max': 7.718, 'n': 10, 'source_hz': 10}",False,OK,0.9101000000000002
