origin_cycle_id,cooler_pct,valve_pct,pump_leak,accumulator_bar,stable_flag,is_stable
127,3,100,0,130,1,False
128,3,100,0,130,1,False
129,3,100,0,130,1,False
130,3,100,0,130,1,False
131,3,100,0,130,1,False
132,3,100,0,130,1,False
133,3,100,0,130,1,False
134,3,100,0,130,1,False
135,3,100,0,130,1,False
136,3,100,0,130,1,False
137,3,100,0,130,1,False
138,3,100,0,130,1,False
139,3,100,0,130,1,False
140,3,100,0,130,1,False
141,3,100,0,130,1,False
142,3,100,0,130,1,False
143,3,100,0,130,1,False
144,3,100,0,130,1,False
145,3,100,0,130,1,False
146,3,100,0,130,1,False
147,3,100,0,130,1,False
148,3,100,0,130,1,False
149,3,100,0,130,1,False
150,3,100,0,130,1,False
151,3,100,0,130,1,False
152,3,100,0,130,1,False
153,3,100,0,130,1,False
154,3,100,0,130,1,False
155,3,100,0,130,1,False
156,3,100,0,130,1,False
157,3,100,0,130,1,False
158,3,100,0,130,1,False
159,3,100,0,130,1,False
160,3,100,0,130,1,False
161,3,100,0,130,1,False
162,3,100,0,130,1,False
163,3,100,0,130,1,False
164,3,100,0,130,1,False
165,3,100,0,130,1,False
166,3,100,0,130,1,False
167,3,100,0,130,1,False
168,3,100,0,130,1,False
169,3,100,0,130,1,False
170,3,100,0,130,1,False
171,3,100,0,130,1,False
172,3,100,0,130,1,False
173,3,100,0,130,1,False
174,3,100,0,130,1,False
175,3,100,0,130,1,False
176,3,100,0,130,1,False
177,3,100,0,130,1,False
178,3,100,0,130,1,False
179,3,100,0,130,1,False
180,3,100,0,130,1,False
181,3,100,0,130,1,False
182,3,100,0,130,1,False
183,3,100,0,130,1,False
184,3,100,0,130,1,False
185,3,100,0,130,1,False
186,3,100,0,130,1,False
187,3,100,0,130,1,False
188,3,100,0,130,1,False
189,3,100,0,130,1,False
190,3,100,0,130,1,False
191,3,100,0,130,1,False
192,3,100,0,130,1,False
193,3,100,0,130,1,False
194,3,100,0,130,1,False
195,3,100,0,130,1,False
196,3,100,0,130,1,False
197,3,100,0,130,1,False
198,3,100,0,130,1,False
199,3,100,0,130,1,False
200,3,100,0,130,1,False
201,3,100,0,130,1,False
202,3,100,0,130,1,False
203,3,100,0,130,1,False
204,3,100,0,130,1,False
205,3,100,0,130,1,False
206,3,100,0,130,1,False
207,3,100,0,130,1,False
208,3,100,0,130,1,False
209,3,100,0,130,1,False
210,3,100,2,130,1,False
211,3,73,2,130,0,True
212,3,73,2,130,0,True
213,3,73,2,130,0,True
214,3,73,2,130,0,True
215,3,73,2,130,0,True
216,3,73,2,130,0,True
217,3,73,2,130,0,True
218,3,73,2,130,0,True
219,3,73,2,130,0,True
220,3,73,2,130,0,True
221,3,80,2,130,0,True
222,3,80,2,130,0,True
223,3,80,2,130,0,True
224,3,80,2,130,0,True
225,3,80,2,130,0,True
226,3,80,2,130,0,True
227,3,80,2,130,0,True
228,3,80,2,130,0,True
229,3,80,2,130,0,True
230,3,80,2,130,0,True
231,3,90,2,130,0,True
232,3,90,2,130,0,True
233,3,90,2,130,0,True
234,3,90,2,130,0,True
235,3,90,2,130,0,True
236,3,90,2,130,0,True
237,3,90,2,130,0,True
238,3,90,2,130,0,True
239,3,90,2,130,0,True
240,3,90,2,130,0,True
241,3,100,2,130,0,True
242,3,100,2,130,0,True
243,3,100,2,130,0,True
244,3,100,2,130,0,True
245,3,100,2,130,0,True
246,3,100,2,130,0,True
247,3,100,2,130,0,True
248,3,100,2,130,0,True
249,3,100,2,130,0,True
250,3,100,2,130,0,True
251,3,100,1,130,1,False
252,3,73,1,130,0,True
253,3,73,1,130,0,True
254,3,73,1,130,0,True
255,3,73,1,130,0,True
256,3,73,1,130,0,True
257,3,73,1,130,0,True
258,3,73,1,130,0,True
259,3,73,1,130,0,True
260,3,73,1,130,0,True
261,3,73,1,130,0,True
262,3,80,1,130,0,True
263,3,80,1,130,0,True
264,3,80,1,130,0,True
265,3,80,1,130,0,True
266,3,80,1,130,0,True
267,3,80,1,130,0,True
268,3,80,1,130,0,True
269,3,80,1,130,0,True
270,3,80,1,130,0,True
271,3,80,1,130,0,True
272,3,90,1,130,0,True
273,3,90,1,130,0,True
274,3,90,1,130,0,True
275,3,90,1,130,0,True
276,3,90,1,130,0,True
277,3,90,1,130,0,True
278,3,90,1,130,0,True
279,3,90,1,130,0,True
280,3,90,1,130,0,True
281,3,90,1,130,0,True
282,3,100,1,130,0,True
283,3,100,1,130,0,True
284,3,100,1,130,0,True
285,3,100,1,130,0,True
286,3,100,1,130,0,True
287,3,100,1,130,0,True
288,3,100,1,130,0,True
289,3,100,1,130,0,True
290,3,100,1,130,0,True
291,3,100,1,130,0,True
292,3,100,0,130,1,False
293,3,73,0,130,0,True
294,3,73,0,130,0,True
295,3,73,0,130,0,True
296,3,73,0,130,0,True
297,3,73,0,130,0,True
298,3,73,0,130,0,True
299,3,73,0,130,0,True
300,3,73,0,130,0,True
301,3,73,0,130,0,True
302,3,73,0,130,0,True
303,3,80,0,130,0,True
304,3,80,0,130,0,True
305,3,80,0,130,0,True
306,3,80,0,130,0,True
307,3,80,0,130,0,True
308,3,80,0,130,0,True
309,3,80,0,130,0,True
310,3,80,0,130,0,True
311,3,80,0,130,0,True
312,3,80,0,130,0,True
313,3,90,0,130,0,True
314,3,90,0,130,0,True
315,3,90,0,130,0,True
316,3,90,0,130,0,True
317,3,90,0,130,0,True
318,3,90,0,130,0,True
319,3,90,0,130,0,True
320,3,90,0,130,0,True
321,3,90,0,130,0,True
322,3,90,0,130,0,True
323,3,100,0,130,0,True
324,3,100,0,130,0,True
325,3,100,0,130,0,True
326,3,100,0,130,0,True
327,3,100,0,130,0,True
328,3,100,0,130,0,True
329,3,100,0,130,0,True
330,3,100,0,130,0,True
331,3,100,0,130,0,True
332,3,100,0,130,0,True
333,3,100,0,115,1,False
334,3,100,0,115,1,False
335,3,100,0,115,1,False
336,3,100,0,115,1,False
337,3,100,0,115,1,False
338,3,100,0,115,1,False
339,3,100,0,115,1,False
340,3,100,0,115,1,False
341,3,100,0,115,1,False
342,3,100,0,115,1,False
343,3,100,2,115,1,False
344,3,73,2,115,0,True
345,3,73,2,115,0,True
346,3,73,2,115,0,True
347,3,73,2,115,0,True
348,3,73,2,115,0,True
349,3,73,2,115,0,True
350,3,73,2,115,0,True
351,3,73,2,115,0,True
352,3,73,2,115,0,True
353,3,73,2,115,0,True
354,3,80,2,115,0,True
355,3,80,2,115,0,True
356,3,80,2,115,0,True
357,3,80,2,115,0,True
358,3,80,2,115,0,True
359,3,80,2,115,0,True
360,3,80,2,115,0,True
361,3,80,2,115,0,True
362,3,80,2,115,0,True
363,3,80,2,115,0,True
364,3,90,2,115,0,True
365,3,90,2,115,0,True
366,3,90,2,115,0,True
367,3,90,2,115,0,True
368,3,90,2,115,0,True
369,3,90,2,115,0,True
370,3,90,2,115,0,True
371,3,90,2,115,0,True
372,3,90,2,115,0,True
373,3,90,2,115,0,True
374,3,100,2,115,0,True
375,3,100,2,115,0,True
376,3,100,2,115,0,True
377,3,100,2,115,0,True
378,3,100,2,115,0,True
379,3,100,2,115,0,True
380,3,100,2,115,0,True
381,3,100,2,115,0,True
382,3,100,2,115,0,True
383,3,100,2,115,0,True
384,3,100,1,115,1,False
385,3,73,1,115,0,True
386,3,73,1,115,0,True
387,3,73,1,115,0,True
388,3,73,1,115,0,True
389,3,73,1,115,0,True
390,3,73,1,115,0,True
391,3,73,1,115,0,True
392,3,73,1,115,0,True
393,3,73,1,115,0,True
394,3,73,1,115,0,True
395,3,80,1,115,0,True
396,3,80,1,115,0,True
397,3,80,1,115,0,True
398,3,80,1,115,0,True
399,3,80,1,115,0,True
400,3,80,1,115,0,True
401,3,80,1,115,0,True
402,3,80,1,115,0,True
403,3,80,1,115,0,True
404,3,80,1,115,0,True
405,3,90,1,115,0,True
406,3,90,1,115,0,True
407,3,90,1,115,0,True
408,3,90,1,115,0,True
409,3,90,1,115,0,True
410,3,90,1,115,0,True
411,3,90,1,115,0,True
412,3,90,1,115,0,True
413,3,90,1,115,0,True
414,3,90,1,115,0,True
415,3,100,1,115,0,True
416,3,100,1,115,0,True
417,3,100,1,115,0,True
418,3,100,1,115,0,True
419,3,100,1,115,0,True
420,3,100,1,115,0,True
421,3,100,1,115,0,True
422,3,100,1,115,0,True
423,3,100,1,115,0,True
424,3,100,1,115,0,True
425,3,100,0,115,1,False
426,3,73,0,115,0,True
427,3,73,0,115,0,True
428,3,73,0,115,0,True
429,3,73,0,115,0,True
430,3,73,0,115,0,True
431,3,73,0,115,0,True
432,3,73,0,115,0,True
433,3,73,0,115,0,True
434,3,73,0,115,0,True
435,3,73,0,115,0,True
436,3,80,0,115,0,True
437,3,80,0,115,0,True
438,3,80,0,115,0,True
439,3,80,0,115,0,True
440,3,80,0,115,0,True
441,3,80,0,115,0,True
442,3,80,0,115,0,True
443,3,80,0,115,0,True
444,3,80,0,115,0,True
445,3,80,0,115,0,True
446,3,90,0,115,0,True
447,3,90,0,115,0,True
448,3,90,0,115,0,True
449,3,90,0,115,0,True
450,3,90,0,115,0,True
451,3,90,0,115,0,True
452,3,90,0,115,0,True
453,3,90,0,115,0,True
454,3,90,0,115,0,True
455,3,90,0,115,0,True
456,3,100,0,115,0,True
457,3,100,0,115,0,True
458,3,100,0,115,0,True
459,3,100,0,115,0,True
460,3,100,0,115,0,True
461,3,100,0,115,0,True
462,3,100,0,115,0,True
463,3,100,0,115,0,True
464,3,100,0,115,0,True
465,3,100,0,115,0,True
466,3,100,0,100,1,False
467,3,100,0,100,1,False
468,3,100,0,100,1,False
469,3,100,0,100,1,False
470,3,100,0,100,1,False
471,3,100,0,100,1,False
472,3,100,0,100,1,False
473,3,100,0,100,1,False
474,3,100,0,100,1,False
475,3,100,0,100,1,False
476,3,100,2,100,1,False
477,3,73,2,100,0,True
478,3,73,2,100,0,True
479,3,73,2,100,0,True
480,3,73,2,100,0,True
481,3,73,2,100,0,True
482,3,73,2,100,0,True
483,3,73,2,100,0,True
484,3,73,2,100,0,True
485,3,73,2,100,0,True
486,3,73,2,100,0,True
487,3,80,2,100,0,True
488,3,80,2,100,0,True
489,3,80,2,100,0,True
490,3,80,2,100,0,True
491,3,80,2,100,0,True
492,3,80,2,100,0,True
493,3,80,2,100,0,True
494,3,80,2,100,0,True
495,3,80,2,100,0,True
496,3,80,2,100,0,True
497,3,90,2,100,0,True
498,3,90,2,100,0,True
499,3,90,2,100,0,True
500,3,90,2,100,0,True
501,3,90,2,100,0,True
502,3,90,2,100,0,True
503,3,90,2,100,0,True
504,3,90,2,100,0,True
505,3,90,2,100,0,True
506,3,90,2,100,0,True
507,3,100,2,100,0,True
508,3,100,2,100,0,True
509,3,100,2,100,0,True
510,3,100,2,100,0,True
511,3,100,2,100,0,True
512,3,100,2,100,0,True
513,3,100,2,100,0,True
514,3,100,2,100,0,True
515,3,100,2,100,0,True
516,3,100,2,100,0,True
517,3,100,1,100,1,False
518,3,73,1,100,0,True
519,3,73,1,100,0,True
520,3,73,1,100,0,True
521,3,73,1,100,0,True
522,3,73,1,100,0,True
523,3,73,1,100,0,True
524,3,73,1,100,0,True
525,3,73,1,100,0,True
526,3,73,1,100,0,True
527,3,73,1,100,0,True
528,3,80,1,100,0,True
529,3,80,1,100,0,True
530,3,80,1,100,0,True
531,3,80,1,100,0,True
532,3,80,1,100,0,True
533,3,80,1,100,0,True
534,3,80,1,100,0,True
535,3,80,1,100,0,True
536,3,80,1,100,0,True
537,3,80,1,100,0,True
538,3,90,1,100,0,True
539,3,90,1,100,0,True
540,3,90,1,100,0,True
541,3,90,1,100,0,True
542,3,90,1,100,0,True
543,3,90,1,100,0,True
544,3,90,1,100,0,True
545,3,90,1,100,0,True
546,3,90,1,100,0,True
547,3,90,1,100,0,True
548,3,100,1,100,0,True
549,3,100,1,100,0,True
550,3,100,1,100,0,True
551,3,100,1,100,0,True
552,3,100,1,100,0,True
553,3,100,1,100,0,True
554,3,100,1,100,0,True
555,3,100,1,100,0,True
556,3,100,1,100,0,True
557,3,100,1,100,0,True
558,3,100,0,100,1,False
559,3,73,0,100,0,True
560,3,73,0,100,0,True
561,3,73,0,100,0,True
562,3,73,0,100,0,True
563,3,73,0,100,0,True
564,3,73,0,100,0,True
565,3,73,0,100,0,True
566,3,73,0,100,0,True
567,3,73,0,100,0,True
568,3,73,0,100,0,True
569,3,80,0,100,0,True
570,3,80,0,100,0,True
571,3,80,0,100,0,True
572,3,80,0,100,0,True
573,3,80,0,100,0,True
574,3,80,0,100,0,True
575,3,80,0,100,0,True
576,3,80,0,100,0,True
577,3,80,0,100,0,True
578,3,80,0,100,0,True
579,3,90,0,100,0,True
580,3,90,0,100,0,True
581,3,90,0,100,0,True
582,3,90,0,100,0,True
583,3,90,0,100,0,True
584,3,90,0,100,0,True
585,3,90,0,100,0,True
586,3,90,0,100,0,True
587,3,90,0,100,0,True
588,3,90,0,100,0,True
589,3,100,0,100,0,True
590,3,100,0,100,0,True
591,3,100,0,100,0,True
592,3,100,0,100,0,True
593,3,100,0,100,0,True
594,3,100,0,100,0,True
595,3,100,0,100,0,True
596,3,100,0,100,0,True
597,3,100,0,100,0,True
598,3,100,0,100,0,True
599,3,100,0,90,1,False
600,3,100,0,90,1,False
601,3,100,0,90,1,False
602,3,100,0,90,1,False
603,3,100,0,90,1,False
604,3,100,0,90,1,False
605,3,100,0,90,1,False
606,3,100,0,90,1,False
607,3,100,0,90,1,False
608,3,100,0,90,1,False
609,3,100,2,90,1,False
610,3,73,2,90,0,True
611,3,73,2,90,0,True
612,3,73,2,90,0,True
613,3,73,2,90,0,True
614,3,73,2,90,0,True
615,3,73,2,90,0,True
616,3,73,2,90,0,True
617,3,73,2,90,0,True
618,3,73,2,90,0,True
619,3,73,2,90,0,True
620,3,80,2,90,0,True
621,3,80,2,90,0,True
622,3,80,2,90,0,True
623,3,80,2,90,0,True
624,3,80,2,90,0,True
625,3,80,2,90,0,True
626,3,80,2,90,0,True
627,3,80,2,90,0,True
628,3,80,2,90,0,True
629,3,80,2,90,0,True
630,3,90,2,90,0,True
631,3,90,2,90,0,True
632,3,90,2,90,0,True
633,3,90,2,90,0,True
634,3,90,2,90,0,True
635,3,90,2,90,0,True
636,3,90,2,90,0,True
637,3,90,2,90,0,True
638,3,90,2,90,0,True
639,3,90,2,90,0,True
640,3,100,2,90,0,True
641,3,100,2,90,0,True
642,3,100,2,90,0,True
643,3,100,2,90,0,True
644,3,100,2,90,0,True
645,3,100,2,90,0,True
646,3,100,2,90,0,True
647,3,100,2,90,0,True
648,3,100,2,90,0,True
649,3,100,2,90,0,True
650,3,100,1,90,1,False
651,3,73,1,90,0,True
652,3,73,1,90,0,True
653,3,73,1,90,0,True
654,3,73,1,90,0,True
655,3,73,1,90,0,True
656,3,73,1,90,0,True
657,3,73,1,90,0,True
658,3,73,1,90,0,True
659,3,73,1,90,0,True
660,3,73,1,90,0,True
661,3,80,1,90,0,True
662,3,80,1,90,0,True
663,3,80,1,90,0,True
664,3,80,1,90,0,True
665,3,80,1,90,0,True
666,3,80,1,90,0,True
667,3,80,1,90,0,True
668,3,80,1,90,0,True
669,3,80,1,90,0,True
670,3,80,1,90,0,True
671,3,90,1,90,0,True
672,3,90,1,90,0,True
673,3,90,1,90,0,True
674,3,90,1,90,0,True
675,3,90,1,90,0,True
676,3,90,1,90,0,True
677,3,90,1,90,0,True
678,3,90,1,90,0,True
679,3,90,1,90,0,True
680,3,90,1,90,0,True
681,3,100,1,90,0,True
682,3,100,1,90,0,True
683,3,100,1,90,0,True
684,3,100,1,90,0,True
685,3,100,1,90,0,True
686,3,100,1,90,0,True
687,3,100,1,90,0,True
688,3,100,1,90,0,True
689,3,100,1,90,0,True
690,3,100,1,90,0,True
691,3,100,0,90,1,False
692,3,73,0,90,0,True
693,3,73,0,90,0,True
694,3,73,0,90,0,True
695,3,73,0,90,0,True
696,3,73,0,90,0,True
697,3,73,0,90,0,True
698,3,73,0,90,0,True
699,3,73,0,90,0,True
700,3,73,0,90,0,True
701,3,73,0,90,0,True
702,3,80,0,90,0,True
703,3,80,0,90,0,True
704,3,80,0,90,0,True
705,3,80,0,90,0,True
706,3,80,0,90,0,True
707,3,80,0,90,0,True
708,3,80,0,90,0,True
709,3,80,0,90,0,True
710,3,80,0,90,0,True
711,3,80,0,90,0,True
712,3,90,0,90,0,True
713,3,90,0,90,0,True
714,3,90,0,90,0,True
715,3,90,0,90,0,True
716,3,90,0,90,0,True
717,3,90,0,90,0,True
718,3,90,0,90,0,True
719,3,90,0,90,0,True
720,3,90,0,90,0,True
721,3,90,0,90,0,True
722,3,100,0,90,0,True
723,3,100,0,90,0,True
724,3,100,0,90,0,True
725,3,100,0,90,0,True
726,3,100,0,90,0,True
727,3,100,0,90,0,True
728,3,100,0,90,0,True
729,3,100,0,90,0,True
730,3,100,0,90,0,True
731,3,100,0,90,0,True
732,20,100,0,90,1,False
733,20,100,0,90,1,False
734,20,100,0,90,1,False
735,20,100,0,90,1,False
736,20,100,0,90,1,False
737,20,100,0,90,1,False
738,20,100,0,90,1,False
739,20,100,0,90,1,False
740,20,100,0,90,1,False
741,20,100,0,90,1,False
742,20,100,0,90,1,False
743,20,100,0,90,1,False
744,20,100,0,90,1,False
745,20,100,0,90,1,False
746,20,100,0,90,1,False
747,20,100,0,90,1,False
748,20,100,0,90,1,False
749,20,100,0,90,1,False
750,20,100,0,90,1,False
751,20,100,0,90,1,False
752,20,100,0,90,1,False
753,20,100,0,90,1,False
754,20,100,0,90,1,False
755,20,100,0,90,1,False
756,20,100,0,90,1,False
757,20,100,0,90,1,False
758,20,100,0,90,1,False
759,20,100,0,90,1,False
760,20,100,0,90,1,False
761,20,100,0,90,1,False
762,20,100,0,90,1,False
763,20,100,0,90,1,False
764,20,100,0,90,1,False
765,20,100,0,90,1,False
766,20,100,0,90,1,False
767,20,100,0,90,1,False
768,20,100,0,90,1,False
769,20,100,0,90,1,False
770,20,100,0,90,1,False
771,20,100,0,90,1,False
772,20,100,0,90,1,False
773,20,100,0,90,1,False
774,20,100,0,90,1,False
775,20,100,0,90,1,False
776,20,100,0,90,1,False
777,20,100,0,90,1,False
778,20,100,0,90,1,False
779,20,100,0,90,1,False
780,20,100,0,90,1,False
781,20,100,0,90,1,False
782,20,100,0,90,1,False
783,20,100,0,90,1,False
784,20,100,0,90,1,False
785,20,100,0,90,1,False
786,20,100,0,90,1,False
787,20,100,0,90,1,False
788,20,100,0,90,1,False
789,20,100,0,90,1,False
790,20,100,0,90,1,False
791,20,100,0,90,1,False
792,20,100,0,90,1,False
793,20,100,0,90,1,False
794,20,100,0,90,1,False
795,20,100,0,90,1,False
796,20,100,0,90,1,False
797,20,100,0,90,1,False
798,20,100,0,90,1,False
799,20,100,0,90,1,False
800,20,100,0,90,1,False
801,20,100,0,90,1,False
802,20,100,0,90,1,False
803,20,100,0,90,1,False
804,20,100,0,90,1,False
805,20,100,0,90,1,False
806,20,100,0,90,1,False
807,20,100,0,90,1,False
808,20,100,0,90,1,False
809,20,100,0,90,1,False
810,20,100,0,90,1,False
811,20,100,0,90,1,False
812,20,100,0,90,1,False
813,20,100,0,90,1,False
814,20,100,0,90,1,False
815,20,100,0,90,1,False
816,20,100,0,90,1,False
817,20,100,0,90,1,False
818,20,100,0,90,1,False
819,20,100,0,90,1,False
820,20,100,0,90,1,False
821,20,100,0,90,1,False
822,20,100,0,90,1,False
823,20,100,0,90,1,False
824,20,100,0,90,1,False
825,20,100,0,90,1,False
826,20,100,0,90,1,False
827,20,100,0,90,1,False
828,20,100,0,90,1,False
829,20,100,0,90,1,False
830,20,100,0,90,1,False
831,20,100,0,90,1,False
832,20,100,0,90,1,False
833,20,100,0,90,1,False
834,20,100,0,90,1,False
835,20,100,0,90,1,False
836,20,100,0,90,1,False
837,20,100,0,90,1,False
838,20,100,0,90,1,False
839,20,100,0,90,1,False
840,20,100,0,90,1,False
841,20,100,0,90,1,False
842,20,100,0,90,1,False
843,20,100,0,90,1,False
844,20,100,0,90,1,False
845,20,100,0,90,1,False
846,20,100,0,90,1,False
847,20,100,0,90,1,False
848,20,100,0,90,1,False
849,20,100,0,90,1,False
850,20,100,0,90,1,False
851,20,100,0,90,1,False
852,20,100,0,90,1,False
853,20,100,0,90,1,False
854,20,100,0,90,1,False
855,20,100,0,90,1,False
856,20,100,0,90,1,False
857,20,100,0,90,1,False
858,20,100,0,90,1,False
859,20,100,0,90,1,False
860,20,100,0,90,1,False
861,20,100,0,90,1,False
862,20,100,0,90,1,False
863,20,100,0,90,1,False
864,20,100,0,90,1,False
865,20,100,0,90,1,False
866,20,100,0,90,1,False
867,20,100,0,90,1,False
868,20,100,0,90,1,False
869,20,100,0,90,1,False
870,20,100,0,90,1,False
871,20,100,0,90,1,False
872,20,100,0,90,1,False
873,20,100,0,90,1,False
874,20,100,0,90,1,False
875,20,100,0,90,1,False
876,20,100,0,90,1,False
877,20,100,0,90,1,False
878,20,100,0,90,1,False
879,20,100,0,90,1,False
880,20,100,0,90,1,False
881,20,100,0,90,1,False
882,20,100,0,90,1,False
883,20,100,0,90,1,False
884,20,100,0,90,1,False
885,20,100,0,90,1,False
886,20,100,0,90,1,False
887,20,100,0,90,1,False
888,20,100,0,90,1,False
889,20,100,0,90,1,False
890,20,100,0,90,1,False
891,20,100,0,90,1,False
892,20,100,0,90,1,False
893,20,100,0,90,1,False
894,20,100,0,90,1,False
895,20,100,0,90,1,False
896,20,100,0,90,1,False
897,20,100,0,90,1,False
898,20,100,0,90,1,False
899,20,100,0,90,1,False
900,20,100,0,90,1,False
901,20,100,0,90,1,False
902,20,100,0,90,1,False
903,20,100,0,90,1,False
904,20,100,0,90,1,False
905,20,100,0,90,1,False
906,20,100,0,90,1,False
907,20,100,0,90,1,False
908,20,100,0,90,1,False
909,20,100,0,90,1,False
910,20,100,0,90,1,False
911,20,100,0,90,1,False
912,20,100,0,90,1,False
913,20,100,0,90,1,False
914,20,100,0,90,1,False
915,20,100,0,90,1,False
916,20,100,0,90,1,False
917,20,100,0,90,1,False
918,20,100,0,90,1,False
919,20,100,0,90,1,False
920,20,100,0,90,1,False
921,20,100,0,90,1,False
922,20,100,0,90,1,False
923,20,100,0,90,1,False
924,20,100,0,90,1,False
925,20,100,0,90,1,False
926,20,100,0,90,1,False
927,20,100,0,90,1,False
928,20,100,0,90,1,False
929,20,100,0,90,1,False
930,20,100,0,90,1,False
931,20,100,0,90,1,False
932,20,100,0,130,1,False
933,20,100,0,130,1,False
934,20,100,0,130,1,False
935,20,100,0,130,1,False
936,20,100,0,130,1,False
937,20,100,0,130,1,False
938,20,100,0,130,1,False
939,20,100,0,130,1,False
940,20,100,0,130,1,False
941,20,100,0,130,1,False
942,20,100,2,130,1,False
943,20,73,2,130,0,True
944,20,73,2,130,0,True
945,20,73,2,130,0,True
946,20,73,2,130,0,True
947,20,73,2,130,0,True
948,20,73,2,130,0,True
949,20,73,2,130,0,True
950,20,73,2,130,0,True
951,20,73,2,130,0,True
952,20,73,2,130,0,True
953,20,80,2,130,0,True
954,20,80,2,130,0,True
955,20,80,2,130,0,True
956,20,80,2,130,0,True
957,20,80,2,130,0,True
958,20,80,2,130,0,True
959,20,80,2,130,0,True
960,20,80,2,130,0,True
961,20,80,2,130,0,True
962,20,80,2,130,0,True
963,20,90,2,130,0,True
964,20,90,2,130,0,True
965,20,90,2,130,0,True
966,20,90,2,130,0,True
967,20,90,2,130,0,True
968,20,90,2,130,0,True
969,20,90,2,130,0,True
970,20,90,2,130,0,True
971,20,90,2,130,0,True
972,20,90,2,130,0,True
973,20,100,2,130,0,True
974,20,100,2,130,0,True
975,20,100,2,130,0,True
976,20,100,2,130,0,True
977,20,100,2,130,0,True
978,20,100,2,130,0,True
979,20,100,2,130,0,True
980,20,100,2,130,0,True
981,20,100,2,130,0,True
982,20,100,2,130,0,True
983,20,100,1,130,1,False
984,20,73,1,130,0,True
985,20,73,1,130,0,True
986,20,73,1,130,0,True
987,20,73,1,130,0,True
988,20,73,1,130,0,True
989,20,73,1,130,0,True
990,20,73,1,130,0,True
991,20,73,1,130,0,True
992,20,73,1,130,0,True
